id;code_cec;libelle_cec;arrondissement;departement;region
2883;ES2902;ZOUME;MBOMA;HAUT-NYONG;EST
2884;EN2507;ZOUVOUL;HINA;MAYO-TSANAGA;EXTREME-NORD
2885;OU3215; ;DSCHANG;MENOUA;OUEST
2886;LTALF3; ;NKONGSAMBA III;MOUNGO;LITTORAL
2887;SU1904; ;EBOLOWA II EME;MVILA;SUD
2888;ES1101; ;ANGOSSAS;HAUT-NYONG;EST
2889;ES1102; ;ANGOSSAS;HAUT-NYONG;EST
2890;ES1905; ;DIMAKO;HAUT-NYONG;EST
2891;ES1602; ;BERTOUA IIE;LOM ET DJEREM;EST
2892;ES1603; ;BERTOUA IIE;LOM ET DJEREM;EST
2893;ES1701; ;BETARE-OYA;LOM ET DJEREM;EST
2894;ES1704; ;BETARE-OYA;LOM ET DJEREM;EST
2895;ES1705; ;BETARE-OYA;LOM ET DJEREM;EST
2896;ES1706; ;BETARE-OYA;LOM ET DJEREM;EST
2897;ES1707; ;BETARE-OYA;LOM ET DJEREM;EST
2898;ES1708; ;BETARE-OYA;LOM ET DJEREM;EST
2899;ES1702; ;BETARE-OYA;LOM ET DJEREM;EST
2900;ES2701; ;MANDJOU;LOM ET DJEREM;EST
2901;ES2702; ;MANDJOU;LOM ET DJEREM;EST
2902;ES2703; ;MANDJOU;LOM ET DJEREM;EST
2903;ESALF9; ;MANDJOU;LOM ET DJEREM;EST
2904;ES2704; ;MANDJOU;LOM ET DJEREM;EST
2905;ESALF0; ;MANDJOU;LOM ET DJEREM;EST
2906;EN1104; ;BOGO;DIAMARE;EXTREME-NORD
2907;EN3801; ;MAROUA III;DIAMARE;EXTREME-NORD
2908;EN3901; ;MERI;DIAMARE;EXTREME-NORD
2909;EN1306; ;DARAK;DIAMARE;EXTREME-NORD
2910;EN3521; ;MAKARY;DIAMARE;EXTREME-NORD
2911;EN3534; ;MAKARY;DIAMARE;EXTREME-NORD
2912;EN3535; ;MAKARY;DIAMARE;EXTREME-NORD
2913;EN3536; ;MAKARY;DIAMARE;EXTREME-NORD
2914;OU1501; ;BAHAM;HAUTS PLATEAUX;OUEST
2915;OU1502; ;BAHAM;HAUTS PLATEAUX;OUEST
2916;OU1504; ;BAHAM;HAUTS PLATEAUX;OUEST
2917;OU1505; ;BAHAM;HAUTS PLATEAUX;OUEST
2918;OU1506; ;BAHAM;HAUTS PLATEAUX;OUEST
2919;OU1508; ;BAHAM;HAUTS PLATEAUX;OUEST
2920;OUAL20; ;BAHAM;HAUTS PLATEAUX;OUEST
2921;OU1509; ;BAHAM;HAUTS PLATEAUX;OUEST
2922;OU1510; ;BAHAM;HAUTS PLATEAUX;OUEST
2923;OU1512; ;BAHAM;HAUTS PLATEAUX;OUEST
2924;OU1513; ;BAHAM;HAUTS PLATEAUX;OUEST
2925;OU1717; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2926;OU1704; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2927;OU1705; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2928;OUAL21; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2929;OU1707; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2930;OU1708; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2931;OU1709; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2932;OU1710; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2933;OU1711; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2934;OU1712; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2935;OUAL22; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2936;OU1713; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2937;OU1714; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2938;OU1715; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2939;OU1716; ;BAMENDJOU;HAUTS PLATEAUX;OUEST
2940;OU2201; ;BANGOU;HAUTS PLATEAUX;OUEST
2941;OU2202; ;BANGOU;HAUTS PLATEAUX;OUEST
2942;OUAL23; ;BANGOU;HAUTS PLATEAUX;OUEST
2943;OU2203; ;BANGOU;HAUTS PLATEAUX;OUEST
2944;OU2204; ;BANGOU;HAUTS PLATEAUX;OUEST
2945;OU2205; ;BANGOU;HAUTS PLATEAUX;OUEST
2946;OU2206; ;BANGOU;HAUTS PLATEAUX;OUEST
2947;OU2207; ;BANGOU;HAUTS PLATEAUX;OUEST
2948;OU2801; ;BANGOU;HAUTS PLATEAUX;OUEST
2949;OU2802; ;BANGOU;HAUTS PLATEAUX;OUEST
2950;OU2803; ;BANGOU;HAUTS PLATEAUX;OUEST
2951;OU2806; ;BANGOU;HAUTS PLATEAUX;OUEST
2952;OU2804; ;BANGOU;HAUTS PLATEAUX;OUEST
2953;OU2805; ;BANGOU;HAUTS PLATEAUX;OUEST
2954;OU2806; ;BANGOU;HAUTS PLATEAUX;OUEST
2955;OU2002; ;BANGOU;KOUNG KHI;OUEST
2956;OU4602; ;NKONG-NI;MENOUA;OUEST
2957;OU4607; ;NKONG-NI;MENOUA;OUEST
2958;OU4610; ;NKONG-NI;MENOUA;OUEST
2959;OU4613; ;NKONG-NI;MENOUA;OUEST
2960;OU4614; ;NKONG-NI;MENOUA;OUEST
2961;OU4616; ;NKONG-NI;MENOUA;OUEST
2962;OU1204; ;BAFOUSSAM I;MIFI;OUEST
2963;OU1209; ;BAFOUSSAM I;MIFI;OUEST
2964;OU1305; ;BAFOUSSAM II;MIFI;OUEST
2965;OU1306; ;BAFOUSSAM II;MIFI;OUEST
2966;OU1310; ;BAFOUSSAM II;MIFI;OUEST
2967;OU4504; ;NJIMOM;NOUN;OUEST
2968;OU4502; ;NJIMOM;NOUN;OUEST
2969;Z0000;AMBACAM;AMBACAM;AMBACAM;AMBACAM
